ltable_title,rtable_title,ltable_authors,rtable_authors,ltable_keywords,rtable_keywords,label,_id
academic influence aware and multidimensional network analysis for research collaboration navigation based on scholarly big data,"trends and trajectories for explainable, accountable and intelligible systems: an hci research agenda",x zhou; w liang; i kevin; k wang,a abdul; j vermeulen; d wang; by lim,"Multidimensional network analysis, academic influence, scholarly big data, scholarly recommendation, research collaboration",Intelligibility; explanations; explainable artificial intelligence; interpretable machine learning.,0,6
"benchmarking zero-shot text classification: datasets, evaluation and entailment approach",framing covid-19: how we conceptualize and discuss the pandemic on twitter,w yin; j hay; d roth,p wicke; mm bolognesi,"Classification, Topic Modelling, Zero-shot text","Coronavirus, COVID-19, Natural Language Processing, Topic modeling, Deep Learning",0,311
"social media analytics–challenges in topic discovery, data collection, and data preparation",text mining in organizational research,s stieglitz; m mirbabaie; b ross,vb kobayashi; st mol; ha berkers,Social media analytics Social media Information systems Big data,"text mining, dimensionality reduction, clustering, topic modeling, classification, validation, job analysis",0,1052
"deep learning: a comprehensive overview on techniques, taxonomy, applications and research directions",heterogeneous graph attention networks for semi-supervised short text classification,ih sarker,h linmei; t yang; c shi; h ji; x li,"Deep learning, Artifcial neural network, Artifcial intelligence, Discriminative learning, Generative learning, Hybrid learning, Intelligent systems","Heterogeneous Graph Attention Networks, Semi-supervised Short Text Classification",0,377
health communication through news media during the early stage of the covid-19 outbreak in china: digital topic modeling approach,cistopic: cis-regulatory topic modeling on single-cell atac-seq data,q liu; z zheng; j zheng; q chen; g liu; s chen,c bravo gonzález-blas; l minnoye; d papasokrati,coronavirus (150); COVID-19 (933); outbreak (47); health communication (36); mass media (4); public crisis (1); topic modeling (21) ,"cis-Regulator, topic modeling",0,643
"multi-co-training for document classification using various document representations: tf–idf, lda, and doc2vec","trends and trajectories for explainable, accountable and intelligible systems: an hci research agenda",d kim; d seo; s cho; p kang,a abdul; j vermeulen; d wang; by lim,"Document classification, Semi-Supervised Learning, TF–IDF, LDA, Doc2Vec, Co-Training",Intelligibility; explanations; explainable artificial intelligence; interpretable machine learning.,0,807
aspect-aware latent factor model: rating prediction with ratings and reviews,framing covid-19: how we conceptualize and discuss the pandemic on twitter,z cheng; y ding; l zhu; m kankanhalli,p wicke; mm bolognesi,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model","Coronavirus, COVID-19, Natural Language Processing, Topic modeling, Deep Learning",0,215
facebook language predicts depression in medical records,"network-oriented modeling for adaptive networks: designing higher-order adaptive biological, mental and social network models",jc eichstaedt; rj smith,j treur,"big data, depression, social media, Facebook, screening","Topic modeling, Network-Oriented Modeling, Adaptive Network",0,575
academic influence aware and multidimensional network analysis for research collaboration navigation based on scholarly big data,topic modeling in management research: rendering new theory from textual data,x zhou; w liang; i kevin; k wang,tr hannigan; rfj haans; k vakili,"Multidimensional network analysis, academic influence, scholarly big data, scholarly recommendation, research collaboration","topic modeling, management theory, rendering, text analysis, big data, theory building, qualitative analysis, mixed methods",0,27
top concerns of tweeters during the covid-19 pandemic: infoveillance study,toward understanding the topical structure of hospitality literature: applying machine learning and traditional statistics,a abd-alrazaq; d alhuwail; m househ; m hamdi,e park; b chae; j kwon,"coronavirus, COVID-19; SARS-CoV-2 (144); 2019-nCov (8); social media (329); public health (216); Twitter (67); infoveillance (78); infodemiology (134); health informatics (20); disease surveillance (7) ","topical structure modeling, topic modeling",0,1181
deep sentiment classification and topic discovery on novel coronavirus or covid-19 online discussions: nlp using lstm recurrent neural network approach,policy diffusion: the issue‐definition stage,h jelodar; y wang; r orji,f gilardi; cr shipan; b wüest,"Coronavirus, COVID-19, Natural Language Processing, Topic modeling, Deep Learning","Policy Diffusion, Topic Modeling, Definion Stage",0,439
diachronic word embeddings and semantic shifts: a survey,cistopic: cis-regulatory topic modeling on single-cell atac-seq data,a kutuzov; l øvrelid; t szymanski; e velldal,c bravo gonzález-blas; l minnoye; d papasokrati,"Word Embedding, Semantic Shift, Topic Modelling ","cis-Regulator, topic modeling",0,494
"multi-co-training for document classification using various document representations: tf–idf, lda, and doc2vec",text mining in organizational research,d kim; d seo; s cho; p kang,vb kobayashi; st mol; ha berkers,"Document classification, Semi-Supervised Learning, TF–IDF, LDA, Doc2Vec, Co-Training","text mining, dimensionality reduction, clustering, topic modeling, classification, validation, job analysis",0,816
"network-oriented modeling for adaptive networks: designing higher-order adaptive biological, mental and social network models",short-text topic modeling via non-negative matrix factorization enriched with local word-context correlations,j treur,t shi; k kang; j choo; ck reddy,"Topic modeling, Network-Oriented Modeling, Adaptive Network","Topic modeling, short texts, non-negative matrix factorization, word embedding",0,830
diachronic word embeddings and semantic shifts: a survey,stm: an r package for structural topic models,a kutuzov; l øvrelid; t szymanski; e velldal,me roberts; bm stewart; d tingley,"Word Embedding, Semantic Shift, Topic Modelling ","Structural Topic Model, Topic Modeling, Text Classifications",0,497
mapping the anti-vaccination movement on facebook,public perception of the covid-19 pandemic on twitter: sentiment analysis and topic modeling study,n smith; t graham,s boon-itt; y skunkan,Anti-vaccination; social network analysis; topic modelling; social network sites; social media,COVID-19; Twitter; social media; infoveillance; infodemiology; infodemic; data; health informatics; mining; perception; topic modeling,0,765
toward understanding the topical structure of hospitality literature: applying machine learning and traditional statistics,using social media to mine and analyze public opinion related to covid-19 in china,e park; b chae; j kwon,x han; j wang; m zhang; x wang,"topical structure modeling, topic modeling",coronavirus; COVID-19; social media; public opinion; China; resource allocation,0,1210
calibration: the achilles heel of predictive analytics,social media mining for product planning: a product opportunity mining approach based on topic modeling and sentiment analysis,ben van calster; david j mcleron,b jeong; j yoon; jm lee,"Calibration, Risk prediction models, Predictive analytics, Overfitting, Heterogeneity, Model performance",Product opportunity New product development Social media mining Opportunity algorithm Topic modeling Sentiment analysis,0,354
stm: an r package for structural topic models,topic modeling in embedding spaces,me roberts; bm stewart; d tingley,ab dieng; fjr ruiz; dm blei,"Structural Topic Model, Topic Modeling, Text Classifications","Embeeding Space, Topic Modeling",1,1073
deep sentiment classification and topic discovery on novel coronavirus or covid-19 online discussions: nlp using lstm recurrent neural network approach,stm: an r package for structural topic models,h jelodar; y wang; r orji,me roberts; bm stewart; d tingley,"Coronavirus, COVID-19, Natural Language Processing, Topic modeling, Deep Learning","Structural Topic Model, Topic Modeling, Text Classifications",0,438
automated phrase mining from massive text corpora,policy diffusion: the issue‐definition stage,j shang; j liu; m jiang; x ren,f gilardi; cr shipan; b wüest,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","Policy Diffusion, Topic Modeling, Definion Stage",0,256
"benchmarking zero-shot text classification: datasets, evaluation and entailment approach",social media mining for product planning: a product opportunity mining approach based on topic modeling and sentiment analysis,w yin; j hay; d roth,b jeong; j yoon; jm lee,"Classification, Topic Modelling, Zero-shot text",Product opportunity New product development Social media mining Opportunity algorithm Topic modeling Sentiment analysis,0,291
academic influence aware and multidimensional network analysis for research collaboration navigation based on scholarly big data,what do hotel customers complain about? text analysis using structural topic model,x zhou; w liang; i kevin; k wang,n hu; t zhang; b gao; i bose,"Multidimensional network analysis, academic influence, scholarly big data, scholarly recommendation, research collaboration",Online hotel reviews Customer dissatisfaction Structural topic model Text mining Tripadviso,0,25
calibration: the achilles heel of predictive analytics,"deep learning: a comprehensive overview on techniques, taxonomy, applications and research directions",ben van calster; david j mcleron,ih sarker,"Calibration, Risk prediction models, Predictive analytics, Overfitting, Heterogeneity, Model performance","Deep learning, Artifcial neural network, Artifcial intelligence, Discriminative learning, Generative learning, Hybrid learning, Intelligent systems",0,336
leveraging deep learning with lda-based text analytics to detect automobile insurance fraud,no longer lost in translation: evidence that google translate works for comparative bag-of-words text applications,y wang; w xu,e de vries; m schoonvelde; g schumacher,"Insurance Fraud, Fraud Detection, Text Analytics, Topic Modeling, Deep Learning","automated content analysis, statistical analysis of texts, bag-of-words models, Google Translate, LDA",0,745
academic influence aware and multidimensional network analysis for research collaboration navigation based on scholarly big data,stm: an r package for structural topic models,x zhou; w liang; i kevin; k wang,me roberts; bm stewart; d tingley,"Multidimensional network analysis, academic influence, scholarly big data, scholarly recommendation, research collaboration","Structural Topic Model, Topic Modeling, Text Classifications",0,47
"benchmarking zero-shot text classification: datasets, evaluation and entailment approach",topic compositional neural language model,w yin; j hay; d roth,w wang; z gan; w wang; d shen,"Classification, Topic Modelling, Zero-shot text","Neural Language Model, Topic Compositional, Topic Modeling",0,318
applications of deep learning in stock market prediction: recent progress,calibration: the achilles heel of predictive analytics,w jiang,ben van calster; david j mcleron,Stock market prediction Deep learning Machine learning Feedforward neural network Convolutional neural network Recurrent neural network ,"Calibration, Risk prediction models, Predictive analytics, Overfitting, Heterogeneity, Model performance",1,106
no longer lost in translation: evidence that google translate works for comparative bag-of-words text applications,toward understanding the topical structure of hospitality literature: applying machine learning and traditional statistics,e de vries; m schoonvelde; g schumacher,e park; b chae; j kwon,"automated content analysis, statistical analysis of texts, bag-of-words models, Google Translate, LDA","topical structure modeling, topic modeling",0,850
analyst information discovery and interpretation roles: a topic modeling approach,"benchmarking zero-shot text classification: datasets, evaluation and entailment approach",ah huang; r lehavy; ay zang,w yin; j hay; d roth,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation","Classification, Topic Modelling, Zero-shot text",1,55
facebook language predicts depression in medical records,mapping the anti-vaccination movement on facebook,jc eichstaedt; rj smith,n smith; t graham,"big data, depression, social media, Facebook, screening",Anti-vaccination; social network analysis; topic modelling; social network sites; social media,1,560
aspect-aware latent factor model: rating prediction with ratings and reviews,"benchmarking zero-shot text classification: datasets, evaluation and entailment approach",z cheng; y ding; l zhu; m kankanhalli,w yin; j hay; d roth,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model","Classification, Topic Modelling, Zero-shot text",0,213
applications of deep learning in stock market prediction: recent progress,text similarity in vector space models: a comparative study,w jiang,o shahmirzadi; a lugowski,Stock market prediction Deep learning Machine learning Feedforward neural network Convolutional neural network Recurrent neural network ,"text similarity, vector space model, text embedding, patent, big data",0,120
facebook language predicts depression in medical records,what do hotel customers complain about? text analysis using structural topic model,jc eichstaedt; rj smith,n hu; t zhang; b gao; i bose,"big data, depression, social media, Facebook, screening",Online hotel reviews Customer dissatisfaction Structural topic model Text mining Tripadviso,0,589
"don't give me the details, just the summary! topic-aware convolutional neural networks for extreme summarization",the effect of online reviews on product sales: a joint sentiment-topic analysis,s narayan; sb cohen; m lapata,x li; c wu; f mai,"Topic-Aware Convolutional Neural Networks, Extreme Summarization","eWOM, electronic word-of-mouth, star rating, textual sentiment, topical sentiment, product reviews, sales, joint sentiment-topic analysis, JST, mediation analysis",0,523
topic modeling in embedding spaces,"trends and trajectories for explainable, accountable and intelligible systems: an hci research agenda",ab dieng; fjr ruiz; dm blei,a abdul; j vermeulen; d wang; by lim,"Embeeding Space, Topic Modeling",Intelligibility; explanations; explainable artificial intelligence; interpretable machine learning.,0,1202
analyst information discovery and interpretation roles: a topic modeling approach,topic modeling in embedding spaces,ah huang; r lehavy; ay zang,ab dieng; fjr ruiz; dm blei,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation","Embeeding Space, Topic Modeling",0,72
health communication through news media during the early stage of the covid-19 outbreak in china: digital topic modeling approach,"latent dirichlet allocation (lda) and topic modeling: models, applications, a survey",q liu; z zheng; j zheng; q chen; g liu; s chen,h jelodar; y wang; c yuan; x feng; x jiang,coronavirus (150); COVID-19 (933); outbreak (47); health communication (36); mass media (4); public crisis (1); topic modeling (21) ,"Topic modeling, Latent Dirichlet allocation, Tag recommendation, Semantic web, Gibbs sampling",0,631
mapping the anti-vaccination movement on facebook,"multi-co-training for document classification using various document representations: tf–idf, lda, and doc2vec",n smith; t graham,d kim; d seo; s cho; p kang,Anti-vaccination; social network analysis; topic modelling; social network sites; social media,"Document classification, Semi-Supervised Learning, TF–IDF, LDA, Doc2Vec, Co-Training",0,780
"don't give me the details, just the summary! topic-aware convolutional neural networks for extreme summarization","social media analytics–challenges in topic discovery, data collection, and data preparation",s narayan; sb cohen; m lapata,s stieglitz; m mirbabaie; b ross,"Topic-Aware Convolutional Neural Networks, Extreme Summarization",Social media analytics Social media Information systems Big data,0,527
"don't give me the details, just the summary! topic-aware convolutional neural networks for extreme summarization",topic modeling in management research: rendering new theory from textual data,s narayan; sb cohen; m lapata,tr hannigan; rfj haans; k vakili,"Topic-Aware Convolutional Neural Networks, Extreme Summarization","topic modeling, management theory, rendering, text analysis, big data, theory building, qualitative analysis, mixed methods",0,526
"read, watch, listen, and summarize: multi-modal summarization for asynchronous text, image, audio and video","trends and trajectories for explainable, accountable and intelligible systems: an hci research agenda",h li; j zhu; c ma; j zhang,a abdul; j vermeulen; d wang; by lim,"Summarization, Multimedia, Multi-modal, Cross-modal, Natural language processing, Computer vision",Intelligibility; explanations; explainable artificial intelligence; interpretable machine learning.,0,936
"sharp nearby, fuzzy far away: how neural language models use context",topic compositional neural language model,u khandelwal; h he; p qi; d jurafsky,w wang; z gan; w wang; d shen,"Fuzzy, Topic Modelling, Neutral Language Model","Neural Language Model, Topic Compositional, Topic Modeling",0,994
facebook language predicts depression in medical records,no longer lost in translation: evidence that google translate works for comparative bag-of-words text applications,jc eichstaedt; rj smith,e de vries; m schoonvelde; g schumacher,"big data, depression, social media, Facebook, screening","automated content analysis, statistical analysis of texts, bag-of-words models, Google Translate, LDA",0,578
facebook language predicts depression in medical records,the utility of topic modelling for discourse studies: a critical evaluation,jc eichstaedt; rj smith,g brookes; t mcenery,"big data, depression, social media, Facebook, screening","Corpus linguistics, corpus-assisted discourse studies, latent Dirichlet allocation, patient feedback, topic modelling",0,588
"trends and trajectories for explainable, accountable and intelligible systems: an hci research agenda",cistopic: cis-regulatory topic modeling on single-cell atac-seq data,a abdul; j vermeulen; d wang; by lim,c bravo gonzález-blas; l minnoye; d papasokrati,Intelligibility; explanations; explainable artificial intelligence; interpretable machine learning.,"cis-Regulator, topic modeling",0,1218
short-text topic modeling via non-negative matrix factorization enriched with local word-context correlations,"trends and trajectories for explainable, accountable and intelligible systems: an hci research agenda",t shi; k kang; j choo; ck reddy,a abdul; j vermeulen; d wang; by lim,"Topic modeling, short texts, non-negative matrix factorization, word embedding",Intelligibility; explanations; explainable artificial intelligence; interpretable machine learning.,0,1026
calibration: the achilles heel of predictive analytics,policy diffusion: the issue‐definition stage,ben van calster; david j mcleron,f gilardi; cr shipan; b wüest,"Calibration, Risk prediction models, Predictive analytics, Overfitting, Heterogeneity, Model performance","Policy Diffusion, Topic Modeling, Definion Stage",0,325
"don't give me the details, just the summary! topic-aware convolutional neural networks for extreme summarization","real-time crash prediction models: state-of-the-art, design pathways and ubiquitous requirements",s narayan; sb cohen; m lapata,m hossain; m abdel-aty; ma quddus,"Topic-Aware Convolutional Neural Networks, Extreme Summarization",ITS Real-time crash prediction model Design pathway Universal design requirements,0,536
"real-time crash prediction models: state-of-the-art, design pathways and ubiquitous requirements","sharp nearby, fuzzy far away: how neural language models use context",m hossain; m abdel-aty; ma quddus,u khandelwal; h he; p qi; d jurafsky,ITS Real-time crash prediction model Design pathway Universal design requirements,"Fuzzy, Topic Modelling, Neutral Language Model",0,968
"benchmarking zero-shot text classification: datasets, evaluation and entailment approach","trends and trajectories for explainable, accountable and intelligible systems: an hci research agenda",w yin; j hay; d roth,a abdul; j vermeulen; d wang; by lim,"Classification, Topic Modelling, Zero-shot text",Intelligibility; explanations; explainable artificial intelligence; interpretable machine learning.,0,316
textured interfaces in monolithic perovskite/silicon tandem solar cells: advanced light management for improved efficiency and energy yield,what is wrong with topic modeling? and how to fix it using search-based software engineering,m jošt; e köhnen; ab morales-vilches,a agrawal; w fu; t menzies,"textured interfaces, solar cells, advance light management","Topic modeling, Stability, LDA, tuning, differential evolution",0,1140
no longer lost in translation: evidence that google translate works for comparative bag-of-words text applications,topic compositional neural language model,e de vries; m schoonvelde; g schumacher,w wang; z gan; w wang; d shen,"automated content analysis, statistical analysis of texts, bag-of-words models, Google Translate, LDA","Neural Language Model, Topic Compositional, Topic Modeling",0,869
"don't give me the details, just the summary! topic-aware convolutional neural networks for extreme summarization",framing covid-19: how we conceptualize and discuss the pandemic on twitter,s narayan; sb cohen; m lapata,p wicke; mm bolognesi,"Topic-Aware Convolutional Neural Networks, Extreme Summarization","Coronavirus, COVID-19, Natural Language Processing, Topic modeling, Deep Learning",0,552
"latent dirichlet allocation (lda) and topic modeling: models, applications, a survey",using social media to mine and analyze public opinion related to covid-19 in china,h jelodar; y wang; c yuan; x feng; x jiang,x han; j wang; m zhang; x wang,"Topic modeling, Latent Dirichlet allocation, Tag recommendation, Semantic web, Gibbs sampling",coronavirus; COVID-19; social media; public opinion; China; resource allocation,0,714
"social media analytics–challenges in topic discovery, data collection, and data preparation",stm: an r package for structural topic models,s stieglitz; m mirbabaie; b ross,me roberts; bm stewart; d tingley,Social media analytics Social media Information systems Big data,"Structural Topic Model, Topic Modeling, Text Classifications",0,1047
heterogeneous graph attention networks for semi-supervised short text classification,cistopic: cis-regulatory topic modeling on single-cell atac-seq data,h linmei; t yang; c shi; h ji; x li,c bravo gonzález-blas; l minnoye; d papasokrati,"Heterogeneous Graph Attention Networks, Semi-supervised Short Text Classification","cis-Regulator, topic modeling",0,673
facebook language predicts depression in medical records,top concerns of tweeters during the covid-19 pandemic: infoveillance study,jc eichstaedt; rj smith,a abd-alrazaq; d alhuwail; m househ; m hamdi,"big data, depression, social media, Facebook, screening","coronavirus, COVID-19; SARS-CoV-2 (144); 2019-nCov (8); social media (329); public health (216); Twitter (67); infoveillance (78); infodemiology (134); health informatics (20); disease surveillance (7) ",0,572
analyst information discovery and interpretation roles: a topic modeling approach,cistopic: cis-regulatory topic modeling on single-cell atac-seq data,ah huang; r lehavy; ay zang,c bravo gonzález-blas; l minnoye; d papasokrati,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation","cis-Regulator, topic modeling",0,60
leveraging deep learning with lda-based text analytics to detect automobile insurance fraud,"sharp nearby, fuzzy far away: how neural language models use context",y wang; w xu,u khandelwal; h he; p qi; d jurafsky,"Insurance Fraud, Fraud Detection, Text Analytics, Topic Modeling, Deep Learning","Fuzzy, Topic Modelling, Neutral Language Model",0,753
analyst information discovery and interpretation roles: a topic modeling approach,text mining in organizational research,ah huang; r lehavy; ay zang,vb kobayashi; st mol; ha berkers,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation","text mining, dimensionality reduction, clustering, topic modeling, classification, validation, job analysis",0,92
public perception of the covid-19 pandemic on twitter: sentiment analysis and topic modeling study,the effect of online reviews on product sales: a joint sentiment-topic analysis,s boon-itt; y skunkan,x li; c wu; f mai,COVID-19; Twitter; social media; infoveillance; infodemiology; infodemic; data; health informatics; mining; perception; topic modeling,"eWOM, electronic word-of-mouth, star rating, textual sentiment, topical sentiment, product reviews, sales, joint sentiment-topic analysis, JST, mediation analysis",1,900
deep sentiment classification and topic discovery on novel coronavirus or covid-19 online discussions: nlp using lstm recurrent neural network approach,topic modeling in management research: rendering new theory from textual data,h jelodar; y wang; r orji,tr hannigan; rfj haans; k vakili,"Coronavirus, COVID-19, Natural Language Processing, Topic modeling, Deep Learning","topic modeling, management theory, rendering, text analysis, big data, theory building, qualitative analysis, mixed methods",0,432
calibration: the achilles heel of predictive analytics,toward understanding the topical structure of hospitality literature: applying machine learning and traditional statistics,ben van calster; david j mcleron,e park; b chae; j kwon,"Calibration, Risk prediction models, Predictive analytics, Overfitting, Heterogeneity, Model performance","topical structure modeling, topic modeling",0,351
research trends on big data in marketing: a text mining and topic modeling based literature analysis,what do hotel customers complain about? text analysis using structural topic model,a amado; p cortez; p rita; s moro,n hu; t zhang; b gao; i bose,Big data Marketing Literature analysis Research trends Text mining,Online hotel reviews Customer dissatisfaction Structural topic model Text mining Tripadviso,0,978
"benchmarking zero-shot text classification: datasets, evaluation and entailment approach",heterogeneous graph attention networks for semi-supervised short text classification,w yin; j hay; d roth,h linmei; t yang; c shi; h ji; x li,"Classification, Topic Modelling, Zero-shot text","Heterogeneous Graph Attention Networks, Semi-supervised Short Text Classification",0,280
detecting latent topics and trends in educational technologies over four decades using structural topic modeling: a retrospective of all volumes of computers …,"real-time crash prediction models: state-of-the-art, design pathways and ubiquitous requirements",x chen; d zou; g cheng; h xie,m hossain; m abdel-aty; ma quddus,Applications in subject areas Data science applications in education,ITS Real-time crash prediction model Design pathway Universal design requirements,0,462
diachronic word embeddings and semantic shifts: a survey,"sharp nearby, fuzzy far away: how neural language models use context",a kutuzov; l øvrelid; t szymanski; e velldal,u khandelwal; h he; p qi; d jurafsky,"Word Embedding, Semantic Shift, Topic Modelling ","Fuzzy, Topic Modelling, Neutral Language Model",0,514
calibration: the achilles heel of predictive analytics,what is wrong with topic modeling? and how to fix it using search-based software engineering,ben van calster; david j mcleron,a agrawal; w fu; t menzies,"Calibration, Risk prediction models, Predictive analytics, Overfitting, Heterogeneity, Model performance","Topic modeling, Stability, LDA, tuning, differential evolution",0,359
detecting latent topics and trends in educational technologies over four decades using structural topic modeling: a retrospective of all volumes of computers …,the effect of online reviews on product sales: a joint sentiment-topic analysis,x chen; d zou; g cheng; h xie,x li; c wu; f mai,Applications in subject areas Data science applications in education,"eWOM, electronic word-of-mouth, star rating, textual sentiment, topical sentiment, product reviews, sales, joint sentiment-topic analysis, JST, mediation analysis",0,464
facebook language predicts depression in medical records,policy diffusion: the issue‐definition stage,jc eichstaedt; rj smith,f gilardi; cr shipan; b wüest,"big data, depression, social media, Facebook, screening","Policy Diffusion, Topic Modeling, Definion Stage",0,573
no longer lost in translation: evidence that google translate works for comparative bag-of-words text applications,topic modeling in embedding spaces,e de vries; m schoonvelde; g schumacher,ab dieng; fjr ruiz; dm blei,"automated content analysis, statistical analysis of texts, bag-of-words models, Google Translate, LDA","Embeeding Space, Topic Modeling",0,873
the utility of topic modelling for discourse studies: a critical evaluation,using social media to mine and analyze public opinion related to covid-19 in china,g brookes; t mcenery,x han; j wang; m zhang; x wang,"Corpus linguistics, corpus-assisted discourse studies, latent Dirichlet allocation, patient feedback, topic modelling",coronavirus; COVID-19; social media; public opinion; China; resource allocation,0,1179
health communication through news media during the early stage of the covid-19 outbreak in china: digital topic modeling approach,toward understanding the topical structure of hospitality literature: applying machine learning and traditional statistics,q liu; z zheng; j zheng; q chen; g liu; s chen,e park; b chae; j kwon,coronavirus (150); COVID-19 (933); outbreak (47); health communication (36); mass media (4); public crisis (1); topic modeling (21) ,"topical structure modeling, topic modeling",0,650
leveraging deep learning with lda-based text analytics to detect automobile insurance fraud,stm: an r package for structural topic models,y wang; w xu,me roberts; bm stewart; d tingley,"Insurance Fraud, Fraud Detection, Text Analytics, Topic Modeling, Deep Learning","Structural Topic Model, Topic Modeling, Text Classifications",0,756
applying lda topic modeling in communication research: toward a valid and reliable methodology,"sharp nearby, fuzzy far away: how neural language models use context",d maier; a waldherr; p miltner,u khandelwal; h he; p qi; d jurafsky,"Content analysis, Communication research methods, Validity, Reliability, Textual analysis","Fuzzy, Topic Modelling, Neutral Language Model",0,182
heterogeneous graph attention networks for semi-supervised short text classification,"read, watch, listen, and summarize: multi-modal summarization for asynchronous text, image, audio and video",h linmei; t yang; c shi; h ji; x li,h li; j zhu; c ma; j zhang,"Heterogeneous Graph Attention Networks, Semi-supervised Short Text Classification","Summarization, Multimedia, Multi-modal, Cross-modal, Natural language processing, Computer vision",0,670
"don't give me the details, just the summary! topic-aware convolutional neural networks for extreme summarization",what do hotel customers complain about? text analysis using structural topic model,s narayan; sb cohen; m lapata,n hu; t zhang; b gao; i bose,"Topic-Aware Convolutional Neural Networks, Extreme Summarization",Online hotel reviews Customer dissatisfaction Structural topic model Text mining Tripadviso,0,534
applications of deep learning in stock market prediction: recent progress,"network-oriented modeling for adaptive networks: designing higher-order adaptive biological, mental and social network models",w jiang,j treur,Stock market prediction Deep learning Machine learning Feedforward neural network Convolutional neural network Recurrent neural network ,"Topic modeling, Network-Oriented Modeling, Adaptive Network",0,110
"deep learning: a comprehensive overview on techniques, taxonomy, applications and research directions","real-time crash prediction models: state-of-the-art, design pathways and ubiquitous requirements",ih sarker,m hossain; m abdel-aty; ma quddus,"Deep learning, Artifcial neural network, Artifcial intelligence, Discriminative learning, Generative learning, Hybrid learning, Intelligent systems",ITS Real-time crash prediction model Design pathway Universal design requirements,0,370
automated phrase mining from massive text corpora,text mining in organizational research,j shang; j liu; m jiang; x ren,vb kobayashi; st mol; ha berkers,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","text mining, dimensionality reduction, clustering, topic modeling, classification, validation, job analysis",0,239
leveraging deep learning with lda-based text analytics to detect automobile insurance fraud,what is wrong with topic modeling? and how to fix it using search-based software engineering,y wang; w xu,a agrawal; w fu; t menzies,"Insurance Fraud, Fraud Detection, Text Analytics, Topic Modeling, Deep Learning","Topic modeling, Stability, LDA, tuning, differential evolution",0,739
health communication through news media during the early stage of the covid-19 outbreak in china: digital topic modeling approach,stm: an r package for structural topic models,q liu; z zheng; j zheng; q chen; g liu; s chen,me roberts; bm stewart; d tingley,coronavirus (150); COVID-19 (933); outbreak (47); health communication (36); mass media (4); public crisis (1); topic modeling (21) ,"Structural Topic Model, Topic Modeling, Text Classifications",0,657
framing covid-19: how we conceptualize and discuss the pandemic on twitter,"latent dirichlet allocation (lda) and topic modeling: models, applications, a survey",p wicke; mm bolognesi,h jelodar; y wang; c yuan; x feng; x jiang,"Coronavirus, COVID-19, Natural Language Processing, Topic modeling, Deep Learning","Topic modeling, Latent Dirichlet allocation, Tag recommendation, Semantic web, Gibbs sampling",0,620
aspect-aware latent factor model: rating prediction with ratings and reviews,detecting latent topics and trends in educational technologies over four decades using structural topic modeling: a retrospective of all volumes of computers …,z cheng; y ding; l zhu; m kankanhalli,x chen; d zou; g cheng; h xie,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model",Applications in subject areas Data science applications in education,0,204
stock movement prediction from tweets and historical prices,text mining in organizational research,y xu; sb cohen,vb kobayashi; st mol; ha berkers,"Twitter, Stock Price, Topic Modelling","text mining, dimensionality reduction, clustering, topic modeling, classification, validation, job analysis",0,1091
"network-oriented modeling for adaptive networks: designing higher-order adaptive biological, mental and social network models",text mining in organizational research,j treur,vb kobayashi; st mol; ha berkers,"Topic modeling, Network-Oriented Modeling, Adaptive Network","text mining, dimensionality reduction, clustering, topic modeling, classification, validation, job analysis",0,844
automated phrase mining from massive text corpora,no longer lost in translation: evidence that google translate works for comparative bag-of-words text applications,j shang; j liu; m jiang; x ren,e de vries; m schoonvelde; g schumacher,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","automated content analysis, statistical analysis of texts, bag-of-words models, Google Translate, LDA",0,261
textured interfaces in monolithic perovskite/silicon tandem solar cells: advanced light management for improved efficiency and energy yield,cistopic: cis-regulatory topic modeling on single-cell atac-seq data,m jošt; e köhnen; ab morales-vilches,c bravo gonzález-blas; l minnoye; d papasokrati,"textured interfaces, solar cells, advance light management","cis-Regulator, topic modeling",0,1141
heterogeneous graph attention networks for semi-supervised short text classification,text mining in organizational research,h linmei; t yang; c shi; h ji; x li,vb kobayashi; st mol; ha berkers,"Heterogeneous Graph Attention Networks, Semi-supervised Short Text Classification","text mining, dimensionality reduction, clustering, topic modeling, classification, validation, job analysis",0,677
calibration: the achilles heel of predictive analytics,public perception of the covid-19 pandemic on twitter: sentiment analysis and topic modeling study,ben van calster; david j mcleron,s boon-itt; y skunkan,"Calibration, Risk prediction models, Predictive analytics, Overfitting, Heterogeneity, Model performance",COVID-19; Twitter; social media; infoveillance; infodemiology; infodemic; data; health informatics; mining; perception; topic modeling,0,339
